Treatment_Effect,Std_Error,T_Stat,P_Value,CI_Lower,CI_Upper,N_Obs,N_Companies
0.4545343394313684,0.12889848571580073,3.5262969685581833,0.0004225993928452798,0.20189330742839895,0.7071753714343378,17802,71
